Year,Code,Team,Ranking Group Abbreviation,Ranking Group,Date,Rank
cf2006    ,    7848, Texas A&M           , ARG, ARGH                ,   20060916,   26
cf2006    ,    2666, Florida St          , ARG, ARGH                ,   20060916,   27
cf2006    ,    5279, Nebraska            , ARG, ARGH                ,   20060916,   28
cf2006    ,    4757, Michigan St         , ARG, ARGH                ,   20060916,   29
cf2006    ,    6696, Rutgers             , ARG, ARGH                ,   20060916,   30
cf2006    ,    1098, California          , ARG, ARGH                ,   20060916,   31
cf2006    ,    7801, Tennessee           , ARG, ARGH                ,   20060916,   32
cf2006    ,    8508, Wake Forest         , ARG, ARGH                ,   20060916,   33
cf2006    ,    2911, Georgia Tech        , ARG, ARGH                ,   20060916,   34
cf2006    ,    4858, Minnesota           , ARG, ARGH                ,   20060916,   35
cf2006    ,    4948, Missouri            , ARG, ARGH                ,   20060916,   36
cf2006    ,    8315, Utah                , ARG, ARGH                ,   20060916,   37
cf2006    ,    4719, Miami FL            , ARG, ARGH                ,   20060916,   38
cf2006    ,    8588, Washington St       , ARG, ARGH                ,   20060916,   39
cf2006    ,    5912, Oklahoma St         , ARG, ARGH                ,   20060916,   40
cf2006    ,    3731, Kansas St           , ARG, ARGH                ,   20060916,   41
cf2006    ,    7278, South Florida       , ARG, ARGH                ,   20060916,   42
cf2006    ,     316, Arkansas            , ARG, ARGH                ,   20060916,   43
cf2006    ,    6236, Pittsburgh          , ARG, ARGH                ,   20060916,   44
cf2006    ,    3554, Iowa St             , ARG, ARGH                ,   20060916,   45
cf2006    ,    7365, Southern Miss       , ARG, ARGH                ,   20060916,   46
cf2006    ,    5253, Navy                , ARG, ARGH                ,   20060916,   47
cf2006    ,     891, BYU                 , ARG, ARGH                ,   20060916,   48
cf2006    ,    4474, Maryland            , ARG, ARGH                ,   20060916,   49
cf2006    ,    8099, Tulsa               , ARG, ARGH                ,   20060916,   50
cf2006    ,    7933, UTEP                , ARG, ARGH                ,   20060916,   51
cf2006    ,    6393, Purdue              , ARG, ARGH                ,   20060916,   52
cf2006    ,    7242, South Carolina      , ARG, ARGH                ,   20060916,   53
cf2006    ,    2776, Fresno St           , ARG, ARGH                ,   20060916,   54
cf2006    ,    3347, Houston             , ARG, ARGH                ,   20060916,   55
cf2006    ,    5970, Oregon St           , ARG, ARGH                ,   20060916,   56
cf2006    ,     294, Arizona             , ARG, ARGH                ,   20060916,   57
cf2006    ,    3717, Kansas              , ARG, ARGH                ,   20060916,   58
cf2006    ,    1872, Connecticut         , ARG, ARGH                ,   20060916,   59
cf2006    ,    8551, Washington          , ARG, ARGH                ,   20060916,   60
cf2006    ,     557, Baylor              , ARG, ARGH                ,   20060916,   61
cf2006    ,    8767, W Michigan          , ARG, ARGH                ,   20060916,   62
cf2006    ,    3197, Hawaii              , ARG, ARGH                ,   20060916,   63
cf2006    ,    1404, C Michigan          , ARG, ARGH                ,   20060916,   64
cf2006    ,    5825, Ohio                , ARG, ARGH                ,   20060916,   65
cf2006    ,    3781, Kentucky            , ARG, ARGH                ,   20060916,   66
cf2006    ,    7978, Toledo              , ARG, ARGH                ,   20060916,   67
cf2006    ,    5511, NC State            , ARG, ARGH                ,   20060916,   68
cf2006    ,      66, Akron               , ARG, ARGH                ,   20060916,   69
cf2006    ,    1753, Colorado St         , ARG, ARGH                ,   20060916,   70
cf2006    ,    5704, Northwestern        , ARG, ARGH                ,   20060916,   71
cf2006    ,    3484, Indiana             , ARG, ARGH                ,   20060916,   72
cf2006    ,    5634, N Illinois          , ARG, ARGH                ,   20060916,   73
cf2006    ,     821, Bowling Green       , ARG, ARGH                ,   20060916,   74
cf2006    ,    8432, Virginia            , ARG, ARGH                ,   20060916,   75
cf2006    ,    1529, Cincinnati          , ARG, ARGH                ,   20060916,   76
cf2006    ,    5316, Nevada              , ARG, ARGH                ,   20060916,   77
cf2006    ,    5492, North Carolina      , ARG, ARGH                ,   20060916,   78
cf2006    ,    9162, Wyoming             , ARG, ARGH                ,   20060916,   79
cf2006    ,    4785, MTSU                , ARG, ARGH                ,   20060916,   80
cf2006    ,      87, UAB                 , ARG, ARGH                ,   20060916,   81
cf2006    ,    8367, Vanderbilt          , ARG, ARGH                ,   20060916,   82
cf2006    ,    2292, East Carolina       , ARG, ARGH                ,   20060916,   83
cf2006    ,    7729, Syracuse            , ARG, ARGH                ,   20060916,   84
cf2006    ,    8068, Troy                , ARG, ARGH                ,   20060916,   85
cf2006    ,    1380, UCF                 , ARG, ARGH                ,   20060916,   86
cf2006    ,      55, Air Force           , ARG, ARGH                ,   20060916,   87
cf2006    ,    4436, Marshall            , ARG, ARGH                ,   20060916,   88
cf2006    ,    4218, Louisiana Tech      , ARG, ARGH                ,   20060916,   89
cf2006    ,    7002, San Diego St        , ARG, ARGH                ,   20060916,   90
cf2006    ,    3425, Illinois            , ARG, ARGH                ,   20060916,   91
cf2006    ,    7582, Stanford            , ARG, ARGH                ,   20060916,   92
cf2006    ,    4636, Memphis             , ARG, ARGH                ,   20060916,   93
cf2006    ,     501, Ball St             , ARG, ARGH                ,   20060916,   94
cf2006    ,    5323, UNLV                , ARG, ARGH                ,   20060916,   95
cf2006    ,     356, Army                , ARG, ARGH                ,   20060916,   96
cf2006    ,    5371, New Mexico          , ARG, ARGH                ,   20060916,   97
cf2006    ,    7358, SMU                 , ARG, ARGH                ,   20060916,   98
cf2006    ,    4194, ULL                 , ARG, ARGH                ,   20060916,   99
cf2006    ,    4920, Mississippi         , ARG, ARGH                ,   20060916,  100
cf2006    ,    7024, San Jose St         , ARG, ARGH                ,   20060916,  101
cf2006    ,    4200, ULM                 , ARG, ARGH                ,   20060916,  102
cf2006    ,    8092, Tulane              , ARG, ARGH                ,   20060916,  103
cf2006    ,    5584, North Texas         , ARG, ARGH                ,   20060916,  104
cf2006    ,     333, Arkansas St         , ARG, ARGH                ,   20060916,  105
cf2006    ,    5387, New Mexico St       , ARG, ARGH                ,   20060916,  106
cf2006    ,    4936, Mississippi St      , ARG, ARGH                ,   20060916,  107
cf2006    ,    1715, Colorado            , ARG, ARGH                ,   20060916,  108
cf2006    ,    3415, Idaho               , ARG, ARGH                ,   20060916,  109
cf2006    ,    6535, Rice                , ARG, ARGH                ,   20060916,  110
cf2006    ,    2652, Florida Intl        , ARG, ARGH                ,   20060916,  111
cf2006    ,    4725, Miami OH            , ARG, ARGH                ,   20060916,  112
cf2006    ,    2353, E Michigan          , ARG, ARGH                ,   20060916,  113
cf2006    ,    3771, Kent                , ARG, ARGH                ,   20060916,  114
cf2006    ,     979, Buffalo             , ARG, ARGH                ,   20060916,  115
cf2006    ,    2638, FL Atlantic         , ARG, ARGH                ,   20060916,  116
cf2006    ,    2265, Duke                , ARG, ARGH                ,   20060916,  117
cf2006    ,    8325, Utah St             , ARG, ARGH                ,   20060916,  118
cf2006    ,    7788, Temple              , ARG, ARGH                ,   20060916,  119
cf2006    ,    8251, USC                 , ARG, ARGH                ,   20060923,    1
cf2006    ,    5850, Ohio St             , ARG, ARGH                ,   20060923,    2
cf2006    ,     402, Auburn              , ARG, ARGH                ,   20060923,    3
cf2006    ,    2625, Florida             , ARG, ARGH                ,   20060923,    4
cf2006    ,    4741, Michigan            , ARG, ARGH                ,   20060923,    5
cf2006    ,    4224, Louisville          , ARG, ARGH                ,   20060923,    6
cf2006    ,    7840, Texas               , ARG, ARGH                ,   20060923,    7
cf2006    ,    4206, LSU                 , ARG, ARGH                ,   20060923,    8
cf2006    ,    8459, Virginia Tech       , ARG, ARGH                ,   20060923,    9
cf2006    ,    2881, Georgia             , ARG, ARGH                ,   20060923,   10
cf2006    ,    8716, West Virginia       , ARG, ARGH                ,   20060923,   11
cf2006    ,    3540, Iowa                , ARG, ARGH                ,   20060923,   12
cf2006    ,    5749, Notre Dame          , ARG, ARGH                ,   20060923,   13
cf2006    ,    1603, Clemson             , ARG, ARGH                ,   20060923,   14
cf2006    ,    7878, TCU                 , ARG, ARGH                ,   20060923,   15
cf2006    ,    5961, Oregon              , ARG, ARGH                ,   20060923,   16
cf2006    ,    5886, Oklahoma            , ARG, ARGH                ,   20060923,   17
cf2006    ,    8508, Wake Forest         , ARG, ARGH                ,   20060923,   18
cf2006    ,     771, Boise St            , ARG, ARGH                ,   20060923,   19
cf2006    ,    2666, Florida St          , ARG, ARGH                ,   20060923,   20
cf2006    ,    7848, Texas A&M           , ARG, ARGH                ,   20060923,   21
cf2006    ,     783, Boston College      , ARG, ARGH                ,   20060923,   22
cf2006    ,    5279, Nebraska            , ARG, ARGH                ,   20060923,   23
cf2006    ,    7918, Texas Tech          , ARG, ARGH                ,   20060923,   24
cf2006    ,    4948, Missouri            , ARG, ARGH                ,   20060923,   25
cf2006    ,      74, Alabama             , ARG, ARGH                ,   20060923,   26
cf2006    ,    1098, California          , ARG, ARGH                ,   20060923,   27
cf2006    ,    7801, Tennessee           , ARG, ARGH                ,   20060923,   28
cf2006    ,    6696, Rutgers             , ARG, ARGH                ,   20060923,   29
cf2006    ,    9031, Wisconsin           , ARG, ARGH                ,   20060923,   30
cf2006    ,    2911, Georgia Tech        , ARG, ARGH                ,   20060923,   31
cf2006    ,    8315, Utah                , ARG, ARGH                ,   20060923,   32
cf2006    ,    6114, Penn St             , ARG, ARGH                ,   20060923,   33
cf2006    ,    8588, Washington St       , ARG, ARGH                ,   20060923,   34
cf2006    ,     316, Arkansas            , ARG, ARGH                ,   20060923,   35
cf2006    ,    8141, UCLA                , ARG, ARGH                ,   20060923,   36
cf2006    ,    4719, Miami FL            , ARG, ARGH                ,   20060923,   37
cf2006    ,    4757, Michigan St         , ARG, ARGH                ,   20060923,   38
cf2006    ,     304, Arizona St          , ARG, ARGH                ,   20060923,   39
cf2006    ,    4858, Minnesota           , ARG, ARGH                ,   20060923,   40
cf2006    ,    3347, Houston             , ARG, ARGH                ,   20060923,   41
cf2006    ,    6236, Pittsburgh          , ARG, ARGH                ,   20060923,   42
cf2006    ,    7242, South Carolina      , ARG, ARGH                ,   20060923,   43
cf2006    ,    7365, Southern Miss       , ARG, ARGH                ,   20060923,   44
cf2006    ,    8099, Tulsa               , ARG, ARGH                ,   20060923,   45
cf2006    ,     891, BYU                 , ARG, ARGH                ,   20060923,   46
cf2006    ,    8551, Washington          , ARG, ARGH                ,   20060923,   47
cf2006    ,    6393, Purdue              , ARG, ARGH                ,   20060923,   48
cf2006    ,    5912, Oklahoma St         , ARG, ARGH                ,   20060923,   49
cf2006    ,    3731, Kansas St           , ARG, ARGH                ,   20060923,   50
cf2006    ,    3554, Iowa St             , ARG, ARGH                ,   20060923,   51
cf2006    ,    1872, Connecticut         , ARG, ARGH                ,   20060923,   52
cf2006    ,    5970, Oregon St           , ARG, ARGH                ,   20060923,   53
cf2006    ,    7278, South Florida       , ARG, ARGH                ,   20060923,   54
cf2006    ,    2776, Fresno St           , ARG, ARGH                ,   20060923,   55
cf2006    ,    3717, Kansas              , ARG, ARGH                ,   20060923,   56
cf2006    ,    4474, Maryland            , ARG, ARGH                ,   20060923,   57
cf2006    ,    5253, Navy                , ARG, ARGH                ,   20060923,   58
cf2006    ,    5511, NC State            , ARG, ARGH                ,   20060923,   59
cf2006    ,    8767, W Michigan          , ARG, ARGH                ,   20060923,   60
cf2006    ,      66, Akron               , ARG, ARGH                ,   20060923,   61
cf2006    ,    3781, Kentucky            , ARG, ARGH                ,   20060923,   62
cf2006    ,    1404, C Michigan          , ARG, ARGH                ,   20060923,   63
cf2006    ,     294, Arizona             , ARG, ARGH                ,   20060923,   64
cf2006    ,    7978, Toledo              , ARG, ARGH                ,   20060923,   65
cf2006    ,    3197, Hawaii              , ARG, ARGH                ,   20060923,   66
cf2006    ,    5634, N Illinois          , ARG, ARGH                ,   20060923,   67
cf2006    ,    8367, Vanderbilt          , ARG, ARGH                ,   20060923,   68
cf2006    ,    7729, Syracuse            , ARG, ARGH                ,   20060923,   69
cf2006    ,    7933, UTEP                , ARG, ARGH                ,   20060923,   70
cf2006    ,      55, Air Force           , ARG, ARGH                ,   20060923,   71
cf2006    ,    5316, Nevada              , ARG, ARGH                ,   20060923,   72
cf2006    ,    1753, Colorado St         , ARG, ARGH                ,   20060923,   73
cf2006    ,    5825, Ohio                , ARG, ARGH                ,   20060923,   74
cf2006    ,     356, Army                , ARG, ARGH                ,   20060923,   75
cf2006    ,    1529, Cincinnati          , ARG, ARGH                ,   20060923,   76
cf2006    ,     557, Baylor              , ARG, ARGH                ,   20060923,   77
cf2006    ,    7358, SMU                 , ARG, ARGH                ,   20060923,   78
cf2006    ,    3484, Indiana             , ARG, ARGH                ,   20060923,   79
cf2006    ,    1380, UCF                 , ARG, ARGH                ,   20060923,   80
cf2006    ,    5371, New Mexico          , ARG, ARGH                ,   20060923,   81
cf2006    ,    4436, Marshall            , ARG, ARGH                ,   20060923,   82
cf2006    ,    5492, North Carolina      , ARG, ARGH                ,   20060923,   83
cf2006    ,    8432, Virginia            , ARG, ARGH                ,   20060923,   84
cf2006    ,    5704, Northwestern        , ARG, ARGH                ,   20060923,   85
cf2006    ,    9162, Wyoming             , ARG, ARGH                ,   20060923,   86
cf2006    ,    4218, Louisiana Tech      , ARG, ARGH                ,   20060923,   87
cf2006    ,    2292, East Carolina       , ARG, ARGH                ,   20060923,   88
cf2006    ,    7024, San Jose St         , ARG, ARGH                ,   20060923,   89
cf2006    ,    4636, Memphis             , ARG, ARGH                ,   20060923,   90
cf2006    ,    4194, ULL                 , ARG, ARGH                ,   20060923,   91
cf2006    ,    8068, Troy                , ARG, ARGH                ,   20060923,   92
cf2006    ,    3771, Kent                , ARG, ARGH                ,   20060923,   93
cf2006    ,    3425, Illinois            , ARG, ARGH                ,   20060923,   94
cf2006    ,     821, Bowling Green       , ARG, ARGH                ,   20060923,   95
cf2006    ,      87, UAB                 , ARG, ARGH                ,   20060923,   96
cf2006    ,    5323, UNLV                , ARG, ARGH                ,   20060923,   97
cf2006    ,    4785, MTSU                , ARG, ARGH                ,   20060923,   98
cf2006    ,    4936, Mississippi St      , ARG, ARGH                ,   20060923,   99
cf2006    ,    8092, Tulane              , ARG, ARGH                ,   20060923,  100
cf2006    ,    4920, Mississippi         , ARG, ARGH                ,   20060923,  101
cf2006    ,    4200, ULM                 , ARG, ARGH                ,   20060923,  102
cf2006    ,    7582, Stanford            , ARG, ARGH                ,   20060923,  103
cf2006    ,    7002, San Diego St        , ARG, ARGH                ,   20060923,  104
cf2006    ,    5387, New Mexico St       , ARG, ARGH                ,   20060923,  105
cf2006    ,    5584, North Texas         , ARG, ARGH                ,   20060923,  106
cf2006    ,     501, Ball St             , ARG, ARGH                ,   20060923,  107
cf2006    ,    1715, Colorado            , ARG, ARGH                ,   20060923,  108
cf2006    ,    6535, Rice                , ARG, ARGH                ,   20060923,  109
cf2006    ,     333, Arkansas St         , ARG, ARGH                ,   20060923,  110
cf2006    ,    3415, Idaho               , ARG, ARGH                ,   20060923,  111
cf2006    ,     979, Buffalo             , ARG, ARGH                ,   20060923,  112
cf2006    ,    2652, Florida Intl        , ARG, ARGH                ,   20060923,  113
cf2006    ,    4725, Miami OH            , ARG, ARGH                ,   20060923,  114
cf2006    ,    2265, Duke                , ARG, ARGH                ,   20060923,  115
cf2006    ,    2353, E Michigan          , ARG, ARGH                ,   20060923,  116
cf2006    ,    2638, FL Atlantic         , ARG, ARGH                ,   20060923,  117
cf2006    ,    8325, Utah St             , ARG, ARGH                ,   20060923,  118
cf2006    ,    7788, Temple              , ARG, ARGH                ,   20060923,  119
cf2006    ,    5850, Ohio St             , ARG, ARGH                ,   20060930,    1
cf2006    ,    8251, USC                 , ARG, ARGH                ,   20060930,    2
cf2006    ,    2625, Florida             , ARG, ARGH                ,   20060930,    3
cf2006    ,     402, Auburn              , ARG, ARGH                ,   20060930,    4
cf2006    ,    4741, Michigan            , ARG, ARGH                ,   20060930,    5
cf2006    ,    4224, Louisville          , ARG, ARGH                ,   20060930,    6
cf2006    ,    5961, Oregon              , ARG, ARGH                ,   20060930,    7
cf2006    ,    2881, Georgia             , ARG, ARGH                ,   20060930,    8
cf2006    ,    4206, LSU                 , ARG, ARGH                ,   20060930,    9
cf2006    ,     771, Boise St            , ARG, ARGH                ,   20060930,   10
cf2006    ,    7840, Texas               , ARG, ARGH                ,   20060930,   11
cf2006    ,    5749, Notre Dame          , ARG, ARGH                ,   20060930,   12
cf2006    ,    8716, West Virginia       , ARG, ARGH                ,   20060930,   13
cf2006    ,    1603, Clemson             , ARG, ARGH                ,   20060930,   14
cf2006    ,    5886, Oklahoma            , ARG, ARGH                ,   20060930,   15
cf2006    ,    7801, Tennessee           , ARG, ARGH                ,   20060930,   16
cf2006    ,    1098, California          , ARG, ARGH                ,   20060930,   17
cf2006    ,    6696, Rutgers             , ARG, ARGH                ,   20060930,   18
cf2006    ,    7918, Texas Tech          , ARG, ARGH                ,   20060930,   19
cf2006    ,    5279, Nebraska            , ARG, ARGH                ,   20060930,   20
cf2006    ,    3540, Iowa                , ARG, ARGH                ,   20060930,   21
cf2006    ,    2666, Florida St          , ARG, ARGH                ,   20060930,   22
cf2006    ,    4948, Missouri            , ARG, ARGH                ,   20060930,   23
cf2006    ,    8508, Wake Forest         , ARG, ARGH                ,   20060930,   24
cf2006    ,    2911, Georgia Tech        , ARG, ARGH                ,   20060930,   25
cf2006    ,    8459, Virginia Tech       , ARG, ARGH                ,   20060930,   26
cf2006    ,    9031, Wisconsin           , ARG, ARGH                ,   20060930,   27
cf2006    ,     783, Boston College      , ARG, ARGH                ,   20060930,   28
cf2006    ,    7878, TCU                 , ARG, ARGH                ,   20060930,   29
cf2006    ,    8141, UCLA                , ARG, ARGH                ,   20060930,   30
cf2006    ,      74, Alabama             , ARG, ARGH                ,   20060930,   31
cf2006    ,    7848, Texas A&M           , ARG, ARGH                ,   20060930,   32
cf2006    ,    6236, Pittsburgh          , ARG, ARGH                ,   20060930,   33
cf2006    ,    8588, Washington St       , ARG, ARGH                ,   20060930,   34
cf2006    ,    8551, Washington          , ARG, ARGH                ,   20060930,   35
cf2006    ,     891, BYU                 , ARG, ARGH                ,   20060930,   36
cf2006    ,    6114, Penn St             , ARG, ARGH                ,   20060930,   37
cf2006    ,    7365, Southern Miss       , ARG, ARGH                ,   20060930,   38
cf2006    ,    4719, Miami FL            , ARG, ARGH                ,   20060930,   39
cf2006    ,    4858, Minnesota           , ARG, ARGH                ,   20060930,   40
cf2006    ,     316, Arkansas            , ARG, ARGH                ,   20060930,   41
cf2006    ,    3347, Houston             , ARG, ARGH                ,   20060930,   42
cf2006    ,    5253, Navy                , ARG, ARGH                ,   20060930,   43
cf2006    ,    8099, Tulsa               , ARG, ARGH                ,   20060930,   44
cf2006    ,    8315, Utah                , ARG, ARGH                ,   20060930,   45
cf2006    ,    7242, South Carolina      , ARG, ARGH                ,   20060930,   46
cf2006    ,    5912, Oklahoma St         , ARG, ARGH                ,   20060930,   47
cf2006    ,    6393, Purdue              , ARG, ARGH                ,   20060930,   48
cf2006    ,     304, Arizona St          , ARG, ARGH                ,   20060930,   49
cf2006    ,    4757, Michigan St         , ARG, ARGH                ,   20060930,   50
cf2006    ,    3781, Kentucky            , ARG, ARGH                ,   20060930,   51
cf2006    ,    4474, Maryland            , ARG, ARGH                ,   20060930,   52
cf2006    ,    1753, Colorado St         , ARG, ARGH                ,   20060930,   53
cf2006    ,      55, Air Force           , ARG, ARGH                ,   20060930,   54
cf2006    ,    3731, Kansas St           , ARG, ARGH                ,   20060930,   55
cf2006    ,    5970, Oregon St           , ARG, ARGH                ,   20060930,   56
cf2006    ,    3197, Hawaii              , ARG, ARGH                ,   20060930,   57
cf2006    ,    7278, South Florida       , ARG, ARGH                ,   20060930,   58
cf2006    ,    8767, W Michigan          , ARG, ARGH                ,   20060930,   59
cf2006    ,    5316, Nevada              , ARG, ARGH                ,   20060930,   60
cf2006    ,    7729, Syracuse            , ARG, ARGH                ,   20060930,   61
cf2006    ,    8367, Vanderbilt          , ARG, ARGH                ,   20060930,   62
cf2006    ,    3717, Kansas              , ARG, ARGH                ,   20060930,   63
cf2006    ,    5511, NC State            , ARG, ARGH                ,   20060930,   64
cf2006    ,    3554, Iowa St             , ARG, ARGH                ,   20060930,   65
cf2006    ,    5634, N Illinois          , ARG, ARGH                ,   20060930,   66
cf2006    ,    2776, Fresno St           , ARG, ARGH                ,   20060930,   67
cf2006    ,     557, Baylor              , ARG, ARGH                ,   20060930,   68
cf2006    ,    1872, Connecticut         , ARG, ARGH                ,   20060930,   69
cf2006    ,     294, Arizona             , ARG, ARGH                ,   20060930,   70
cf2006    ,    8432, Virginia            , ARG, ARGH                ,   20060930,   71
cf2006    ,    7933, UTEP                , ARG, ARGH                ,   20060930,   72
cf2006    ,    1404, C Michigan          , ARG, ARGH                ,   20060930,   73
cf2006    ,    1529, Cincinnati          , ARG, ARGH                ,   20060930,   74
cf2006    ,    7358, SMU                 , ARG, ARGH                ,   20060930,   75
cf2006    ,    3771, Kent                , ARG, ARGH                ,   20060930,   76
cf2006    ,    3425, Illinois            , ARG, ARGH                ,   20060930,   77
cf2006    ,    7024, San Jose St         , ARG, ARGH                ,   20060930,   78
cf2006    ,    4785, MTSU                , ARG, ARGH                ,   20060930,   79
cf2006    ,    7978, Toledo              , ARG, ARGH                ,   20060930,   80
cf2006    ,      66, Akron               , ARG, ARGH                ,   20060930,   81
cf2006    ,      87, UAB                 , ARG, ARGH                ,   20060930,   82
cf2006    ,     821, Bowling Green       , ARG, ARGH                ,   20060930,   83
cf2006    ,    5825, Ohio                , ARG, ARGH                ,   20060930,   84
cf2006    ,    5492, North Carolina      , ARG, ARGH                ,   20060930,   85
cf2006    ,    2292, East Carolina       , ARG, ARGH                ,   20060930,   86
cf2006    ,    4436, Marshall            , ARG, ARGH                ,   20060930,   87
cf2006    ,    1380, UCF                 , ARG, ARGH                ,   20060930,   88
cf2006    ,    4194, ULL                 , ARG, ARGH                ,   20060930,   89
cf2006    ,    9162, Wyoming             , ARG, ARGH                ,   20060930,   90
cf2006    ,    6535, Rice                , ARG, ARGH                ,   20060930,   91
cf2006    ,    5371, New Mexico          , ARG, ARGH                ,   20060930,   92
cf2006    ,     356, Army                , ARG, ARGH                ,   20060930,   93
cf2006    ,    3484, Indiana             , ARG, ARGH                ,   20060930,   94
cf2006    ,    4218, Louisiana Tech      , ARG, ARGH                ,   20060930,   95
cf2006    ,    4936, Mississippi St      , ARG, ARGH                ,   20060930,   96
cf2006    ,    4636, Memphis             , ARG, ARGH                ,   20060930,   97
cf2006    ,    5704, Northwestern        , ARG, ARGH                ,   20060930,   98
cf2006    ,    8068, Troy                , ARG, ARGH                ,   20060930,   99
cf2006    ,    4920, Mississippi         , ARG, ARGH                ,   20060930,  100
cf2006    ,     333, Arkansas St         , ARG, ARGH                ,   20060930,  101
cf2006    ,    8092, Tulane              , ARG, ARGH                ,   20060930,  102
cf2006    ,    5387, New Mexico St       , ARG, ARGH                ,   20060930,  103
cf2006    ,    3415, Idaho               , ARG, ARGH                ,   20060930,  104
cf2006    ,    5323, UNLV                , ARG, ARGH                ,   20060930,  105
cf2006    ,    7582, Stanford            , ARG, ARGH                ,   20060930,  106
cf2006    ,    4200, ULM                 , ARG, ARGH                ,   20060930,  107
cf2006    ,    1715, Colorado            , ARG, ARGH                ,   20060930,  108
cf2006    ,     979, Buffalo             , ARG, ARGH                ,   20060930,  109
cf2006    ,     501, Ball St             , ARG, ARGH                ,   20060930,  110
cf2006    ,    7002, San Diego St        , ARG, ARGH                ,   20060930,  111
cf2006    ,    2638, FL Atlantic         , ARG, ARGH                ,   20060930,  112
cf2006    ,    5584, North Texas         , ARG, ARGH                ,   20060930,  113
cf2006    ,    4725, Miami OH            , ARG, ARGH                ,   20060930,  114
cf2006    ,    2652, Florida Intl        , ARG, ARGH                ,   20060930,  115
cf2006    ,    2353, E Michigan          , ARG, ARGH                ,   20060930,  116
cf2006    ,    2265, Duke                , ARG, ARGH                ,   20060930,  117
cf2006    ,    8325, Utah St             , ARG, ARGH                ,   20060930,  118
cf2006    ,    7788, Temple              , ARG, ARGH                ,   20060930,  119
cf2006    ,    5850, Ohio St             , ARG, ARGH                ,   20061008,    1
cf2006    ,    2625, Florida             , ARG, ARGH                ,   20061008,    2
cf2006    ,    8251, USC                 , ARG, ARGH                ,   20061008,    3
cf2006    ,    4741, Michigan            , ARG, ARGH                ,   20061008,    4
cf2006    ,    4224, Louisville          , ARG, ARGH                ,   20061008,    5
cf2006    ,     771, Boise St            , ARG, ARGH                ,   20061008,    6
cf2006    ,    7840, Texas               , ARG, ARGH                ,   20061008,    7
cf2006    ,     402, Auburn              , ARG, ARGH                ,   20061008,    8
cf2006    ,    1603, Clemson             , ARG, ARGH                ,   20061008,    9
cf2006    ,    8716, West Virginia       , ARG, ARGH                ,   20061008,   10
cf2006    ,    7801, Tennessee           , ARG, ARGH                ,   20061008,   11
cf2006    ,    4206, LSU                 , ARG, ARGH                ,   20061008,   12
cf2006    ,    1098, California          , ARG, ARGH                ,   20061008,   13
cf2006    ,    4948, Missouri            , ARG, ARGH                ,   20061008,   14
cf2006    ,    5749, Notre Dame          , ARG, ARGH                ,   20061008,   15
cf2006    ,    5279, Nebraska            , ARG, ARGH                ,   20061008,   16
cf2006    ,    3540, Iowa                , ARG, ARGH                ,   20061008,   17
cf2006    ,    6696, Rutgers             , ARG, ARGH                ,   20061008,   18
cf2006    ,    5961, Oregon              , ARG, ARGH                ,   20061008,   19
cf2006    ,    5886, Oklahoma            , ARG, ARGH                ,   20061008,   20
cf2006    ,    9031, Wisconsin           , ARG, ARGH                ,   20061008,   21
cf2006    ,    2881, Georgia             , ARG, ARGH                ,   20061008,   22
cf2006    ,    8141, UCLA                , ARG, ARGH                ,   20061008,   23
cf2006    ,     316, Arkansas            , ARG, ARGH                ,   20061008,   24
cf2006    ,     783, Boston College      , ARG, ARGH                ,   20061008,   25
cf2006    ,    2911, Georgia Tech        , ARG, ARGH                ,   20061008,   26
cf2006    ,    7848, Texas A&M           , ARG, ARGH                ,   20061008,   27
cf2006    ,    8459, Virginia Tech       , ARG, ARGH                ,   20061008,   28
cf2006    ,    8588, Washington St       , ARG, ARGH                ,   20061008,   29
cf2006    ,    6236, Pittsburgh          , ARG, ARGH                ,   20061008,   30
cf2006    ,    7918, Texas Tech          , ARG, ARGH                ,   20061008,   31
cf2006    ,     891, BYU                 , ARG, ARGH                ,   20061008,   32
cf2006    ,    8099, Tulsa               , ARG, ARGH                ,   20061008,   33
cf2006    ,    2666, Florida St          , ARG, ARGH                ,   20061008,   34
cf2006    ,    5253, Navy                , ARG, ARGH                ,   20061008,   35
cf2006    ,    6114, Penn St             , ARG, ARGH                ,   20061008,   36
cf2006    ,    8315, Utah                , ARG, ARGH                ,   20061008,   37
cf2006    ,    8508, Wake Forest         , ARG, ARGH                ,   20061008,   38
cf2006    ,      74, Alabama             , ARG, ARGH                ,   20061008,   39
cf2006    ,    8551, Washington          , ARG, ARGH                ,   20061008,   40
cf2006    ,    4719, Miami FL            , ARG, ARGH                ,   20061008,   41
cf2006    ,    7878, TCU                 , ARG, ARGH                ,   20061008,   42
cf2006    ,    7365, Southern Miss       , ARG, ARGH                ,   20061008,   43
cf2006    ,    7242, South Carolina      , ARG, ARGH                ,   20061008,   44
cf2006    ,    4858, Minnesota           , ARG, ARGH                ,   20061008,   45
cf2006    ,    4757, Michigan St         , ARG, ARGH                ,   20061008,   46
cf2006    ,    7278, South Florida       , ARG, ARGH                ,   20061008,   47
cf2006    ,     304, Arizona St          , ARG, ARGH                ,   20061008,   48
cf2006    ,    5511, NC State            , ARG, ARGH                ,   20061008,   49
cf2006    ,    5912, Oklahoma St         , ARG, ARGH                ,   20061008,   50
cf2006    ,    3347, Houston             , ARG, ARGH                ,   20061008,   51
